lipid,transition,type,I1-1,I1-2,I1-3,I1-4,I7-1,I7-2,I7-3,I7-4,S1-1,S1-2,S1-3,S1-4,S7-1,S7-2,S7-3,S7-4,Blank
PC (44:1),900.7 -> 184.1,PC,13641.0809021031,15202.9608917152,69007.3229141149,18407.0610885512,12079.5008430497,16817.0212936432,12854.5408744733,15801.7408790634,11333.8204879763,12626.5207824671,14682.7209053067,13867.0411491349,15427.0208854674,28843.9626999141,11081.5207328801,8908.3404846224,3136.6601982144
PC (44:10),882.6 -> 184.1,PC,39044.3025741597,43564.7032204612,194224.015346587,46526.3226585386,32747.5420799313,51939.524349249,33518.0816153931,24728.1822090129,32590.1622123342,31524.182369247,37059.6640586319,42428.9424934665,23647.7618293787,79399.7057152567,49803.0238075689,26480.3615722633,4341.880374907
PC (44:12),878.6 -> 184.1,PC,49909.1244698458,50329.4631844034,244282.354034422,55330.3229178917,66134.8864402524,52633.5625610601,38709.0019645912,52086.1244125601,38742.4833831305,38189.2233047477,46092.9022254349,38669.3033942669,55881.7031555126,83215.2068710627,58133.9041976918,50469.5830917626,6300.2605476392
PC (44:2),898.7 -> 184.1,PC,18942.3214378343,19269.6208190956,69524.3061789429,9740.5406036321,13711.0208625684,20722.9011878726,14253.5009498711,19542.4214744429,13123.8406867956,10738.140575409,15267.901088709,6797.300308228,11287.5408706755,14814.6010818491,13236.2810516363,8158.8804512078,3679.6402397187
PC (44:3),896.7 -> 184.1,PC,17795.4813156073,16816.1214446988,70189.6851577656,11332.5205688461,14512.141254436,12959.5207595848,8028.5405235413,10847.1208343496,13266.9010238665,12424.2608871451,16294.2412643483,9921.8806152392,11390.9007301312,17755.0012321366,15641.4413490222,10067.7605972221,3158.3601989731
PC (44:4),894.7 -> 184.1,PC,18543.841533658,20440.7815475511,68330.486106885,13386.1411438012,16039.6807823197,12944.9209327689,9864.500629416,11589.3211021433,15441.3213348333,14769.6211509717,19165.7015647873,8553.8805999735,12273.8808326663,21518.3418807991,14933.0611228994,10161.340633389,4695.9403419535
PC (44:5),892.7 -> 184.1,PC,21006.9412345832,23454.6816101057,75996.8055648779,16542.3208236729,17191.3411788877,14228.6409835808,12541.7008132931,16068.1614227276,19720.3017883295,17322.9811859084,24048.8013954264,10623.7007179331,15829.0213241649,24627.5614967322,19206.7610321046,10343.4207992678,5002.2603569014
PC (44:6),890.7 -> 184.1,PC,33428.5220680259,34515.9215812362,81529.8858528351,18561.1410789585,22652.9017829849,20610.2617301972,29507.2419242859,17807.4613380463,26756.8014183016,29447.4220276186,31110.2224349735,16490.0611152666,41602.942340872,28506.4615478493,23152.5614280813,19039.8011741569,4790.2403411868
PC (44:7),888.6 -> 184.1,PC,38064.0826568735,43578.6035156352,100540.626712844,24181.3819541857,28874.6215743626,48766.8244400697,29645.6419449221,22185.7219390923,30823.9223937964,32705.5013923703,37142.4626883957,36525.0015868623,22938.7218628012,41439.0033950966,49692.2236519106,24665.2823257491,5006.3603935189
PC (44:8),886.6 -> 184.1,PC,43685.4043274129,43183.2020072895,95675.025806427,47038.9427070873,67870.0242576812,49388.482448623,36260.343170187,22993.4412345948,33306.3624572522,17050.1609535232,35733.8425026199,17492.8213539075,26600.3415527224,82520.1043319663,51142.0228691591,25883.0219192531,3874.2402420044
PC (46:0),930.8 -> 184.1,PC,6949.0204238897,6137.3604545581,14967.0609855649,6711.4003677339,7626.5805854784,8113.4204902618,4720.5003051784,5616.6604690538,4231.8002471886,4228.4803237915,5665.0204620371,4441.7403602653,6187.42037201,9419.4206771813,7717.7005958509,5573.4603767369,2398.5401611321
PC (46:1),928.8 -> 184.1,PC,6339.3404808038,5276.5404129039,18138.8011550874,6088.4003410278,7604.2405357353,6365.4204254171,4877.4802169858,5465.9804534881,3977.9202918996,3919.3602714532,4229.9803657528,4212.0202827456,7197.8804359394,8573.8806228625,7475.8004303017,5472.4403419537,2680.0001945501
PC (46:2),926.8 -> 184.1,PC,7203.5604400692,5448.8804245056,17163.8610534681,7076.0605049192,7668.7605171159,6603.60040665,4925.680362704,5060.0803832975,3893.6203117375,4642.340309143,5781.5204734799,4614.5802650509,7015.3805580168,9284.4206581122,7866.3806495602,5424.6203651367,2629.9801940908
PC (48:0),958.8 -> 184.1,PC,9409.1407089226,8182.5805511447,7815.2006416324,6821.0204772899,9521.7206573523,9683.7606506354,6249.9004936143,5344.9604682895,5668.0804519658,5754.6404266356,7426.0405807564,4712.7603836069,8109.4807586646,9660.7608337438,7660.1406173694,6394.0204887415,1765.0001144405
PC (48:2),954.8 -> 184.1,PC,6891.4204483082,5409.4204444864,6795.3204422022,3919.0403022755,6852.5603828391,8143.4607505751,5326.6803436325,4521.3403167719,3951.3202323908,4354.160346985,6176.4203796357,3350.9802169806,6265.6004829395,7274.840499876,6175.0204467726,5524.6004905711,2144.7401542664
PC (50:0),986.9 -> 184.1,PC,11245.9609641982,7338.0006332435,5261.8403778135,6749.7604560888,7798.7004775991,8971.400543212,6407.0604782148,5800.4604415902,5922.0805206287,5934.8803634631,8453.2205314531,4356.7203674356,7818.8206405584,10734.9207305927,7652.08052826,6541.1005020141,1948.4401435849
PC (52:0),1014.9 -> 184.1,PC,5149.2803840606,5053.7604370146,4208.8402786264,4338.1803665182,4965.420406339,5953.120407108,3752.7202224722,4128.1203575115,3791.1202354427,2994.1601943953,5183.7003288229,2705.920227051,4906.5402564992,6519.5005722072,4333.360279083,4339.8602981569,2093.6601600649
PC (52:4),1006.8 -> 184.1,PC,4598.7203178387,4084.1802978514,3243.2001953115,3849.0402793886,4236.5602684023,5832.5203933683,3764.2202377296,3892.7802848788,3515.1802444472,2711.2201805112,3461.4402809137,3276.2202301029,5105.8604049693,4606.0403137242,4644.9402465785,3328.1402740473,2050.2401313783
PCo(32:0),720.6 -> 184.1,PC,3017775.72131343,2249657.93018342,4622751.15168724,1660907.47980492,2346733.2750702,2283181.20208746,1664790.40376287,1647477.6387177,1785548.30514526,1578057.1442566,2532672.60189826,1089453.33061216,2361587.53105158,2829816.98541252,1958607.23510734,1231442.72967529,13464.7610015819
PCo(32:1),718.6 -> 184.1,PC,2953022.69372565,2226024.96727759,4637377.63000541,1620746.66902157,2321091.04006955,2267001.43997183,1715185.74370581,1672925.92347716,1731523.03549194,1450780.24314887,2509384.58316049,1071075.42549137,2136303.76989753,2792200.50704962,1874610.01260371,1156094.50051933,12159.100822448
PCo(32:2),716.6 -> 184.1,PC,2984040.9313659,2206857.24867247,4602764.72630257,1669854.70042419,2465858.03997799,2314171.41876224,1569499.15071104,1612083.64434814,1680502.23417662,1451353.40188602,2539940.07711801,989924.741455078,2068615.07905579,2727354.5254059,1879476.78634636,1145222.98049876,13584.921066284
PCo(32:3),714.5 -> 184.1,PC,3066118.6400146,2256260.0344085,4596802.59461936,1454819.75885005,2502381.03524784,2226256.94012442,1579098.78366088,1562996.35546873,1781252.74616996,1538058.55328368,2435864.4936525,997629.152251733,2111819.79949947,2683301.45562754,1943012.7440796,1155379.40107726,13202.5008544783
PCo(34:0),748.6 -> 184.1,PC,1486840.83374031,1242754.00715633,2826995.2929534502,912897.249244152,1162169.82971188,1146762.83718872,798525.571411131,779251.448440571,900705.051673879,722924.140884888,1369462.04075617,571268.061157223,1100572.56755068,1475266.77169796,1003270.86285401,642824.478179953,10977.3207855227
PCo(34:1),746.6 -> 184.1,PC,1458714.09149172,1137841.55709841,2809880.16439825,810594.372284405,1170502.88484193,1066732.85002133,795074.985633833,753941.245178201,843689.793762148,736541.839172396,1226501.58741757,585774.598968511,1092533.47122188,1338235.21087651,999544.897834299,658597.86373138,10880.040832517
PCo(34:2),744.6 -> 184.1,PC,1453304.33593752,1099325.58298501,2601255.9204102,835740.446014951,1141059.27711485,1128163.24707026,828930.949729924,798596.877471448,883371.533096276,718766.890441347,1238290.20117186,575064.026733377,1047003.96607974,1394090.52920533,990066.053344206,626260.189956659,9524.300682068
PCo(34:3),742.6 -> 184.1,PC,1450095.93896483,1189409.79223628,3041186.04623409,868502.99844361,1228370.82855226,1175154.78002929,781049.154861463,854011.360824551,889983.888168367,751028.646850044,1288030.15457158,572900.181243914,1069111.84239199,1467661.46804807,983580.195129405,687512.07109838,9904.3008194028
PCo(34:4),740.6 -> 184.1,PC,1467259.82742311,1222259.34396365,3328641.23316957,898901.62358097,1227748.66415405,1206295.26907346,806285.33619687,955990.912139944,893230.474014321,776701.189513665,1332779.36476137,581460.702819854,1192342.05609133,1475335.80648801,1030628.89343255,681098.010147155,10601.420822141
PCo(36:0),776.6 -> 184.1,PC,2719437.69232183,2337685.0474701,4913204.414093,1739441.77871707,2003805.1133424,1917355.59997568,1558095.95187373,1749873.26379385,1560547.77464295,1322750.99011229,2456556.07830814,1004957.66110233,1991723.76783752,2665446.97671513,1982898.92916869,1086060.27770996,13351.26112366
PCo(36:1),774.6 -> 184.1,PC,2385368.45529171,1873285.55194088,4836334.83190915,1397895.14991761,2027907.36825563,1603566.89334099,1442039.71206667,1403303.11668391,1402995.85498039,1184596.82418818,2152878.07360846,986019.20269772,1812530.85902404,2355310.55151363,1767541.77877803,976033.647407525,12938.320777891
PCo(36:2),772.6 -> 184.1,PC,2289916.04415889,1927921.28419495,4304006.00879618,1193963.50415042,1631766.14480598,1611188.96777351,1263411.1850739,1424777.07559204,1317280.25929256,1142116.698761,2002341.93550118,779273.817413339,1694424.35466001,2406866.7591247,1549373.89639286,951396.068046544,12510.50086975
PCo(36:3),770.6 -> 184.1,PC,2348553.09960941,1948509.69615163,4598367.30641183,1363315.31184385,1631629.53518679,1523381.09631349,1265416.64863587,1415797.80630494,1395833.02083586,1155230.4377441,2016704.28610234,880941.141326946,1767700.75480643,2422088.03097531,1690528.79507438,933819.671478287,12841.620880124001
PCo(36:4),768.6 -> 184.1,PC,2377561.69308464,2014372.73159789,5391198.51588443,1480193.77047729,1807198.03265384,1606681.91351315,1431108.60498047,1464001.17224121,1427305.32964337,1296240.25625605,2172491.90341194,952608.252227781,1804624.22813415,2438939.65115366,1961024.88650512,984311.008300767,12781.000976565
PCo(36:5),766.6 -> 184.1,PC,2545974.37249759,1993959.67694091,5530874.54233553,1345583.60967257,2130537.82119758,1749599.0010986,1424170.40946957,1471138.70674131,1419782.26319121,1334660.72665405,2165383.80718997,998249.511352007,1870441.90219118,2351630.93072517,1799004.88250734,957652.968536326,13543.781097413
PCo(38:0),804.7 -> 184.1,PC,4897407.94244385,3837661.40792856,5573228.52575683,2895434.06317149,3665111.76504514,3803229.31353761,2735709.16595461,2959006.15643303,2886278.20536804,2286864.16000365,4365051.64654536,1812629.95684819,3453459.29997252,4566541.51867676,2990620.4731446,2199105.6138915,16425.30126953
PCo(38:1),802.7 -> 184.1,PC,3959467.52142284,3082558.47479258,4556361.77679487,2276806.76044473,3036428.11163328,3018657.82769778,2126349.46838383,2439392.13696287,2224322.60028073,1916459.27005003,3421861.43396034,1527478.36029056,2851570.92106628,3748230.72900388,2699630.73675526,1914427.03536986,16130.301025394
PCo(38:2),800.6 -> 184.1,PC,3569877.79730218,2840359.87301595,4032492.31896972,1927160.45303353,2639442.11340332,2638755.78222651,1958847.42665107,2072830.60668943,2014419.02459722,1644543.35365295,2951519.69714416,1298412.60968014,2361881.47616578,3074661.21563717,2262442.32843013,1497662.2097931,15211.841033938
PCo(38:3),798.6 -> 184.1,PC,3492993.1676025,2585338.54077152,4196486.29629567,1747378.33587646,2477234.8517456,2528483.11987313,1753547.35542296,1920748.78695671,1879828.05419927,1525469.05657956,2923636.10061646,1148276.83102415,2356038.46874996,3172144.68884269,2123813.43218994,1461751.47358698,13878.320861814
PCo(38:4),796.6 -> 184.1,PC,3291375.85794069,2515333.16803036,4685297.10426328,1758910.61614998,2583896.74609376,2415242.8179321,1749045.83831785,1811619.21704101,1821718.19822688,1488219.96014414,2858129.70349123,1133121.08709717,2319653.72908019,3132072.72091671,2140894.8850708,1406224.15551756,15161.881103513
PCo(38:5),794.6 -> 184.1,PC,3219746.0628051,2581472.18348648,4621897.8273926,1727644.75784305,2546172.69924922,2323357.19018548,1795612.09657276,1792440.15985111,1883285.41094977,1571963.43041994,2863489.78472905,1172468.1341858,2338603.72006221,3063954.99078359,2047110.588806,1273418.37799071,14108.881034847
PCo(38:6),792.6 -> 184.1,PC,3319480.6729736,2536134.4012904,4691046.44679257,1679647.1869506,2278516.2504578,2301276.42169182,1753635.90840152,1753990.39877324,1815808.89285284,1535004.63150015,2726440.89862059,1034634.9346008,2243503.57609557,2891488.12213135,1945379.20184331,1281391.03279109,14339.401062007
PCo(40:0),832.7 -> 184.1,PC,3388938.81292728,2758373.45793909,3531100.96760566,2018452.03204347,2688416.3374023,2515764.40325929,1884554.87767034,2123894.47747809,2006368.05686955,1635694.84001161,2790850.81495671,1330282.70449839,2277643.55700691,2961717.69140631,2106212.70770255,1658057.62083431,14012.760986329
PCo(40:1),830.7 -> 184.1,PC,3490266.82455445,2691213.88621512,3294316.01620489,1934371.00392154,2590289.05657959,2532443.57019038,1825396.66841121,2119406.1261138,1981257.75743861,1767669.20011901,2995450.48767089,1383149.76359563,2412551.96812444,3140370.92251539,2060300.05554192,1556719.63457496,14379.720939641
PCo(40:2),828.7 -> 184.1,PC,3239733.71044872,2593802.01763147,3402042.59643551,1932556.12643439,2590539.87857048,2511340.09893791,1850654.28083807,1947281.14501948,1918179.27275085,1611193.02059938,2861118.35705521,1294002.63323974,2390387.70859534,2925754.14266918,2060910.76263432,1438518.89593509,13286.6808853148
PCo(40:3),826.6 -> 184.1,PC,3259192.06848189,2634159.85092155,3310845.60771241,1901719.35086056,2538396.69055181,2429383.99871825,1803117.62006377,1952549.18554691,1849186.90146641,1613124.23702999,2853353.89163205,1273943.08062741,2230730.64520262,2844767.19346616,1976392.3094482,1502315.87689208,13648.840942381
PCo(40:4),824.6 -> 184.1,PC,3265222.56022688,2523148.15010076,3530062.19952399,1801082.75816338,2487160.33190918,2338752.71020507,1749578.74044803,1882243.74676518,1862781.61810306,1577279.82034303,2740685.39416445,1193746.48681633,2345091.7587585,2971988.78033451,1963296.63232415,1398571.71672062,15327.3811493
PCo(40:5),822.6 -> 184.1,PC,3113451.01232907,2460987.36535635,3285973.29736315,1761851.72898866,2489061.65402223,2253689.45263679,1668850.37812043,1942408.25216672,1705835.1178589,1570732.65386966,2706136.19445792,1197657.58148191,2374496.7746582,2851635.15628104,1899890.71728512,1350483.30694576,14258.020980836
PCo(40:6),820.6 -> 184.1,PC,2993011.49350026,2517929.05792292,3420480.55825811,1715552.64501956,2394040.12002559,2213803.69146732,1674069.79191592,1883900.47528074,1758202.61360173,1534414.2339477,2739253.44131429,1160136.89804072,2159828.28897098,2765568.48193359,1874858.22598274,1381292.11895761,14486.201080316
PCo(42:0),860.7 -> 184.1,PC,827170.626327524,760118.796432513,774949.809860221,539344.983863876,655954.835631854,671555.528625464,556851.488341777,614792.100082866,599543.97893910506,570942.552688069,746798.387039196,442175.271362801,627306.560592607,814527.776618962,607398.770790037,452723.227287291,32644.1630630571
PCo(42:1),858.7 -> 184.1,PC,780747.37335204,707328.596824692,797540.06180572,541248.217823025,626692.597572267,604430.940566477,528913.897955825,534876.79790451,587972.763472973,542534.23655699,695606.073944062,386722.826213842,619287.262985248,814925.150596643,539864.80626679,487128.369686152,30264.4426574726
PCo(42:2),856.7 -> 184.1,PC,750370.329330457,657097.309768692,788815.281227112,491890.772315961,590642.500045792,626314.641250562,529398.707939172,517969.446547951,569123.71646119,539351.562599641,678416.114799442,391492.563797005,562773.739040323,734475.790161085,545766.738197803,409220.352111827,30539.4425353996
PCo(42:3),854.7 -> 184.1,PC,766820.806854202,668855.704719543,888680.933189363,461397.112991812,592920.799773701,558251.122302539,514768.756000557,484297.6155248,529582.835651412,561678.488052884,636497.687503756,374876.941436764,554290.710120687,728873.916740416,561624.40678453,395141.87990191,31389.3821296437
PCo(42:4),852.7 -> 184.1,PC,729275.363220217,655356.065032986,883422.98717885,487499.934242252,562429.570625833,589350.77516222,498639.705649821,514521.246230628,514564.413849385,512114.689236149,640995.468559291,364560.960304257,561929.890518208,731297.118328155,502831.099341798,420518.343006175,56784.2252960477
PCo(42:6),848.6 -> 184.1,PC,790394.158981309,682024.906799274,981261.293396013,514577.27378136,582720.616859378,579927.521530132,523216.066799161,514667.500579359,562951.0794144,536115.907684332,705917.114028988,368473.008041374,624706.895554077,786444.975448618,528553.40218398,395919.862514497,52637.5439263099
